Tree \ Buffer radius (m)	2.5	5.0	7.5	10.0	12.5	15.0	17.5	20.0	22.5	25.0	27.5	30.0	32.5	35.0	37.5	40.0	42.5	45.0	47.5	50.0
A_44_Qs	19.63	78.53	108.49	127.77	144.21	171.37	212.99	248.62	256.09	256.09	256.09	256.09	262.74	289.69	330.44	370.9	386.18	386.18	386.18	386.18
A_42_Qs	19.63	59.48	104.03	159.91	215.48	242.8	255.9	256.09	256.09	256.09	256.09	256.75	282.32	322.61	362.68	384.03	386.18	386.18	386.18	386.18
A_41_Ns	19.63	78.53	100.08	119.41	143.57	182.28	219.77	245.77	256.09	256.09	259.25	290.29	329.55	361.3	383.0	386.18	386.18	386.18	386.18	386.18
A_44_Ks	19.63	32.67	32.67	38.33	72.43	133.84	214.57	290.02	347.82	379.85	386.18	386.18	386.18	386.18	386.18	386.18	399.7	424.81	452.64	476.91
A_45_Ds	19.63	78.53	105.8	123.81	130.09	130.09	130.09	141.19	172.81	204.35	232.3	270.17	311.26	373.72	437.03	471.38	484.7	484.7	484.7	484.7
A_41_Ds	19.63	49.63	73.46	102.1	126.73	130.09	130.15	141.75	167.75	197.07	240.43	290.57	338.59	393.93	435.8	464.18	483.77	484.7	484.7	484.7
A_45_E	19.63	78.53	98.52	98.52	98.52	98.52	98.52	98.52	113.1	148.28	190.43	224.4	240.59	267.16	298.86	330.52	355.65	371.07	386.71	392.99
A_42_J	19.63	78.53	131.71	131.71	131.71	131.71	131.71	131.71	131.71	131.71	131.71	131.71	136.52	158.01	185.3	212.21	230.13	230.23	230.23	230.23
Port_3_M	19.63	43.14	59.38	65.19	80.66	99.59	114.22	131.71	144.24	150.69	159.44	159.44	159.44	159.49	173.3	194.02	212.59	216.19	216.19	216.19
Port_3_O	19.63	43.13	72.74	95.69	111.19	128.19	143.37	151.46	159.44	159.44	159.44	159.86	174.6	195.43	213.53	216.19	216.19	216.19	216.19	216.19
Port_2_V	19.63	52.7	79.93	106.47	124.18	150.06	159.44	159.44	159.44	167.9	187.58	207.87	216.19	216.19	216.19	216.19	216.19	216.19	216.19	216.19
Port_2_X	19.63	48.76	68.3	83.08	98.3	116.73	133.65	154.38	182.49	203.42	216.19	216.19	216.19	216.19	216.19	216.19	216.19	216.19	216.19	216.19
Port_3_U	15.2	15.2	15.2	24.72	63.03	113.4	150.59	168.81	183.65	197.37	212.74	216.19	216.19	216.19	216.19	216.19	216.19	216.19	216.19	216.19
Port_3_CC	19.63	56.74	56.74	56.74	58.13	68.32	71.95	73.35	87.82	108.38	130.3	148.21	160.05	175.65	188.58	204.3	216.19	216.19	216.19	216.19
A_55_S1	19.63	78.53	115.66	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	124.95
A_55_S2	19.63	78.53	115.16	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.62	120.7	133.53
A_59_C	19.63	41.28	41.28	41.28	41.28	41.28	41.28	41.28	41.28	41.5	53.27	68.05	79.81	87.99	105.86	138.61	166.07	185.7	219.51	280.86
A_64_Cs	19.63	29.22	29.22	40.04	59.09	76.49	86.65	89.87	91.72	110.25	145.62	195.95	237.99	263.07	266.42	280.65	315.01	371.13	431.95	488.21
A_65_Fs	19.63	48.39	48.39	53.34	74.33	96.35	106.52	140.36	180.83	209.38	223.99	230.56	254.61	298.99	354.15	411.36	466.21	523.23	568.87	586.82
A_62_Gs	12.25	12.25	13.16	27.91	61.95	106.86	158.4	184.36	185.81	185.81	198.22	250.4	340.9	424.69	467.69	480.55	480.55	480.96	495.52	523.24
A_62_Js	19.63	60.69	78.49	89.24	99.29	108.05	113.28	155.79	219.33	287.42	358.04	417.75	438.8	439.26	439.26	448.33	465.92	489.55	510.0	543.57
A_62_Ms	19.63	48.78	70.64	87.86	87.89	97.82	142.78	197.58	258.49	327.1	374.46	395.51	423.74	438.23	439.26	439.26	450.53	475.77	511.15	537.71
A_65_Hs	8.04	8.04	8.04	16.81	52.81	119.52	182.91	214.06	247.12	283.34	294.24	303.55	337.44	388.85	456.0	520.76	545.71	558.79	576.55	586.82
A_68_Ks	19.63	39.03	39.03	39.03	39.03	40.26	52.08	84.92	145.32	213.09	277.68	336.85	390.13	400.52	400.52	400.52	411.09	431.29	461.0	489.43
A_73_Fs	19.63	52.16	52.16	52.16	52.16	52.16	52.16	52.16	62.1	79.34	91.2	91.2	103.04	139.27	180.5	210.02	242.53	273.81	296.69	329.52
A_71_Rs	19.63	54.1	54.1	54.1	54.1	54.1	54.1	59.85	81.13	118.92	154.74	162.54	170.57	189.63	214.02	222.75	234.21	276.5	325.32	359.38
A_66_Qs	19.63	69.39	69.39	69.39	69.39	69.39	69.39	80.78	136.09	198.09	247.54	283.8	311.32	355.53	401.24	430.73	471.8	513.56	543.16	545.54
A_60_Qs	19.63	34.78	48.4	73.37	103.57	139.49	168.95	191.81	212.7	236.0	257.91	281.65	314.94	322.61	323.24	337.82	369.38	400.5	418.26	446.5
A_58_Os	19.63	78.53	110.28	120.96	137.39	145.01	145.6	162.61	193.03	219.88	232.91	233.48	242.4	255.16	282.29	307.72	340.75	360.33	384.3	416.41
Vigne_1	19.63	72.84	91.3	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7
Vigne_2	19.63	55.46	81.75	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7	93.7
E_82_K	11.64	11.64	13.7	24.75	45.29	92.67	147.86	178.47	210.75	243.32	270.26	299.45	328.52	334.55	357.24	377.0	403.58	448.99	490.11	515.91
E_82_M	15.9	28.85	63.99	109.92	139.84	178.29	215.63	222.59	253.29	267.7	269.53	301.34	323.55	331.88	357.65	373.68	380.95	405.23	444.97	472.11
E_82_O	19.63	48.09	87.09	130.1	156.23	193.39	246.5	256.19	261.18	266.41	271.43	281.24	291.61	318.63	357.7	371.51	388.12	409.03	420.07	437.12
E_82_Q	19.63	27.8	49.75	94.46	130.52	170.78	208.71	221.61	238.67	259.17	264.62	276.08	281.89	292.33	323.94	346.09	382.12	409.73	409.73	418.73
E_82_S	11.64	15.44	40.49	62.31	63.02	77.5	113.93	151.92	196.38	217.53	232.3	253.45	272.56	288.9	302.26	315.39	359.92	383.6	387.34	410.89
E_81_R	19.63	23.47	38.15	58.68	71.72	111.18	163.3	196.9	226.38	255.42	271.73	292.45	306.83	338.12	373.82	385.41	389.81	401.17	418.43	436.8
E_81_N	19.63	74.77	110.82	164.27	191.68	225.35	250.03	267.45	280.24	290.64	305.47	336.93	369.29	376.04	393.7	416.28	426.98	452.62	480.46	499.99
E_80_Q	3.3	3.3	12.12	47.84	85.34	152.38	230.59	261.8	288.98	305.55	342.64	382.48	385.41	385.44	398.83	410.58	436.7	451.75	471.37	496.64
E_80_O	19.63	35.23	71.59	121.58	144.24	193.05	248.98	270.13	314.18	341.68	350.19	371.49	399.1	410.01	416.04	429.5	457.37	497.29	522.94	547.22
E_80_M	19.63	35.06	64.38	109.69	133.35	168.34	222.71	246.62	293.35	333.21	356.87	372.6	396.84	421.51	458.75	481.89	498.17	519.19	534.87	575.07
E_80_G	13.85	13.85	21.77	32.61	32.61	32.8	43.05	57.67	86.7	125.65	175.12	247.97	314.65	386.2	432.25	440.57	454.35	472.1	504.04	573.16
E_80_E	8.29	8.29	16.41	22.15	27.21	45.93	64.94	70.01	78.39	86.0	127.6	183.01	224.42	261.03	305.77	358.16	419.56	445.39	468.05	508.56
E_80_A	17.34	17.34	17.34	17.34	17.34	17.34	24.02	30.28	44.27	64.2	81.52	110.26	125.54	143.49	160.59	173.33	197.85	223.94	238.84	286.32
E_79_H	10.46	10.46	14.39	23.95	31.17	58.45	73.85	91.34	142.47	195.32	236.98	322.28	379.64	414.03	435.84	448.03	501.94	573.62	609.51	640.52
